facteurs,FEM/PINNs,FEM/PINNs,PINNs/Corr,PINNs/Corr,FEM/Corr,FEM/Corr
n_vert,20,40,20,40,20,40
h,0.07,0.04,0.07,0.04,0.07,0.04
"0 : 0.51,0.54,0.52,0.55",2.069097362364272,0.527166544259602,0.0013956854517304638,0.00139553507728656,0.0028878090868656903,0.0007356794040862123
"1 : 0.48,0.53,0.41,0.89",1.9826307839299575,0.5031178916777002,0.001290029574503162,0.00128347059785337,0.002557652346590034,0.0006457370212223048
"2 : 0.59,0.48,0.65,0.53",1.2046282547007332,0.3001296014657069,0.002044513106973941,0.002050758780335778,0.002462878255766792,0.0006154934154444761
"3 : 0.51,0.59,0.15,0.1",0.4507921563168619,0.2030569193419297,0.04644290008063483,0.046071663000348546,0.020936095072957933,0.009355169957810341
"4 : 0.4,0.57,0.64,0.87",0.5373614798767413,0.13130907339591055,0.003431100304656306,0.00343370141800027,0.0018437411373156507,0.00045087615151583965
"5 : 0.6,0.56,0.42,0.78",0.5047683508331576,0.1286132181298859,0.00528163513307094,0.005246818633821395,0.0026660022558226836,0.000674810229439621
"6 : 0.42,0.53,0.2,0.95",0.3836911358574254,0.11952084094453372,0.010233856579134261,0.010141795174625429,0.00392664005505001,0.0012121558879584454
"7 : 0.5,0.48,0.29,0.78",0.7237942284945651,0.19584001293927644,0.005097200608170825,0.005060126370173952,0.00368932438167303,0.0009909752138092408
"8 : 0.49,0.51,0.11,0.62",0.1670658515196291,0.055192678024073856,0.041880853207507805,0.04146990667535879,0.006996860403480882,0.0022888352068214687
"9 : 0.52,0.52,0.76,0.69",1.5157508404419335,0.3700569452293791,0.0011706204762109394,0.0011782784258449394,0.001774368970655268,0.0004360301148978598
"10 : 0.47,0.49,0.59,0.07",3.6268078435014184,1.2266790809290493,0.0038567269369898624,0.003948650320262602,0.013987607505318033,0.004843726745769925
"11 : 0.53,0.53,0.25,0.14",1.2406314544883714,0.46211762917142024,0.011408871972574732,0.0113551948058415,0.014154205429407004,0.0052474357024551
"12 : 0.46,0.47,0.5,0.44",3.4495088263524094,0.9006848469578622,0.0010670576627250016,0.0010682719451895655,0.003680824825796865,0.0009621763534624416
"13 : 0.6,0.42,0.25,0.17",0.706358004738352,0.2491107497591048,0.017194089893108,0.017104513815076543,0.012145183030187629,0.004260918260738683
"14 : 0.53,0.45,0.43,0.25",3.8041070840839057,1.0952243711530676,0.001721427123900666,0.0017235120358431526,0.006548493116764706,0.0018876323856310603
"15 : 0.43,0.42,0.56,0.15",3.496529613215362,1.0387395359626896,0.002548928324514441,0.0025734439471585308,0.00891240336862816,0.0026731379714974445
"16 : 0.44,0.47,0.67,0.11",3.226373408661391,0.9639631533957794,0.0028266981665180653,0.0028969546558011293,0.009119983798765795,0.0027925575452506413
"17 : 0.57,0.42,0.78,0.47",1.3816652706352255,0.3410394515992612,0.0017040095213737877,0.0017228940418334434,0.0023543707765139154,0.0005875748391905121
"18 : 0.6,0.52,0.62,0.05",1.896051201458778,0.6680711482505101,0.008829837591545943,0.009009838817096888,0.016741824174136565,0.006019213364089935
"19 : 0.46,0.42,0.31,0.13",2.7503049095748477,0.9934591229066073,0.00550832784162095,0.005488103711917528,0.015149581106357925,0.005452206700062083
"20 : 0.46,0.48,0.14,0.7",0.47602926581114846,0.16274437693480368,0.01170009860224346,0.011589709957028954,0.0055695893475439994,0.0018861601258117677
"21 : 0.51,0.45,0.47,0.1",5.719531032465118,1.9056433303817497,0.002245856210513595,0.0022686386638505027,0.012845244290487019,0.004323216138812875
"22 : 0.52,0.59,0.32,0.67",0.822537892427201,0.22146170501991663,0.004411623845007924,0.004380526341948574,0.0036287277796544027,0.0009701188325725896
"23 : 0.43,0.54,0.3,0.19",3.0302622444230822,0.9979967480080714,0.003394044717286138,0.0033834305384597765,0.010284845562675799,0.0033766526744940547
"24 : 0.52,0.4,0.68,0.01",1.2376199833993764,0.5341054928948009,0.020429271176106278,0.02114526379321894,0.02528367425383401,0.01129380154066779
"25 : 0.54,0.45,0.61,0.96",0.9196577545143042,0.22475545564522167,0.0019030610984180898,0.001902287843581165,0.0017501648964747057,0.00042754957105245087
"26 : 0.45,0.52,0.51,0.58",2.286440965407113,0.581578458502025,0.0012652078799131011,0.0012655155052445231,0.002892823126389198,0.0007359965567505212
"27 : 0.44,0.59,0.41,0.85",1.437154423757258,0.36495219645923477,0.001841141076781367,0.0018312938815835899,0.0026460040432575434,0.0006683347244462889
"28 : 0.54,0.46,0.67,0.4",1.2997721294459692,0.3287593057093301,0.002330864544738247,0.00235121268933948,0.0030295927727645405,0.0007729830513222143
"29 : 0.58,0.52,0.72,0.7",1.9277218448402238,0.47199275709488436,0.0009574718211367395,0.0009602151728800514,0.0018457393454242442,0.00045321460685199646
"30 : 0.55,0.5,0.77,0.65",1.6463478181524656,0.40239330478437196,0.0011145084729945382,0.0011224848101177333,0.0018348685928269942,0.0004516803723135329
"31 : 0.48,0.52,0.11,0.31",0.34104229491350135,0.14171822454433186,0.028238821887763024,0.027971797518752835,0.009630632622256313,0.0039641134816711995
"32 : 0.53,0.46,0.53,0.43",1.7640203008940074,0.45655215134748073,0.0019715822561824736,0.001976154897478072,0.0034779111247882927,0.0009022177698394739
"33 : 0.43,0.46,0.5,0.59",5.506857193747313,1.4035365486700286,0.0005480808349774298,0.0005474757980212249,0.003018202888850494,0.0007684022920350797
"34 : 0.51,0.53,0.56,0.44",1.5864614807804707,0.40800383425584275,0.0020713155348691414,0.002077273491741133,0.0032860623106120905,0.000847535549428405
"35 : 0.58,0.47,0.41,0.89",0.7584232656904921,0.19249033747775646,0.003388346999547239,0.0033683641820345463,0.002569801196689197,0.0006483775581478169
"36 : 0.56,0.54,0.17,0.92",0.19451923183089886,0.05564498810290516,0.024418466218240842,0.02418204232633062,0.004749861291260963,0.0013456094575526162
"37 : 0.54,0.6,0.2,0.87",0.45405639554416344,0.1267633582550562,0.009593289486430102,0.00950234089992526,0.004355894445620171,0.001204548643758899
"38 : 0.43,0.52,0.19,0.85",0.4416629588809614,0.13776611245494652,0.01001615555890204,0.009925604332255958,0.004423764900756665,0.0013674119226208786
"39 : 0.56,0.51,0.39,0.08",4.403689905413275,1.6358877815720547,0.003930857479227763,0.003948224086894071,0.017310277400893567,0.006458851542658494
"40 : 0.54,0.49,0.61,0.87",1.5144536667515078,0.3717261569278245,0.0012227880697820409,0.00122245963700893,0.0018518558759414102,0.0004544202228647128
"41 : 0.6,0.57,0.11,0.37",0.09730628530072473,0.03791912437999754,0.0911443708557402,0.09021460933029492,0.008868920154043716,0.0034208589920883396
"42 : 0.55,0.43,0.46,0.06",3.068925939098707,1.1373185684218514,0.005858921262306411,0.005934525474780867,0.017980595437029085,0.006749446017240783
"43 : 0.44,0.4,0.66,0.23",3.4213368063806358,0.9170067680640932,0.001537355130875245,0.0015553308645916224,0.005259809693741594,0.0014262489294094955
"44 : 0.47,0.59,0.59,0.04",1.9208561314392603,0.7191940398215703,0.009714249808513518,0.009968729753408094,0.01865967630701585,0.007169451023243054
"45 : 0.43,0.52,0.5,0.25",3.937036795502892,1.0968756412114127,0.001505689875822897,0.0015143631237733777,0.005927956443730926,0.0016610680224158417
"46 : 0.59,0.52,0.47,0.59",1.4931798296903716,0.38256604964158375,0.0019694428079863537,0.0019621499155834557,0.0029407322766139905,0.0007506519420093297
"47 : 0.55,0.46,0.38,0.22",4.595977983183821,1.3930239581050916,0.0017310940047174873,0.0017306246994230495,0.00795606993250308,0.002410801668784731
"48 : 0.44,0.59,0.62,0.5",2.708783744635651,0.6808872553312302,0.001022027307283656,0.0010260258302513363,0.0027684509565437127,0.000698607911458779
"49 : 0.45,0.45,0.14,0.44",0.4343106293948221,0.1402790574204208,0.02038836747193019,0.02019874011457364,0.00885488470906692,0.002833460224352433
